L_nm,W_um,T_K,Vgs_V,Vds_V,log10_Id_A
90.0,0.5,250.0,0.01,1.0,-8.862706035615897
90.0,0.5,250.0,0.02,0.05,-9.804363216783932
90.0,0.5,250.0,0.02,0.1,-9.750478794348233
90.0,0.5,250.0,0.02,0.3,-9.645855050904295
90.0,0.5,250.0,0.02,0.5,-9.519567599396515
90.0,0.5,250.0,0.02,0.9,-9.028418489552648
90.0,0.5,250.0,0.02,1.0,-8.846337546424504
90.0,0.5,250.0,0.03,0.05,-9.670293037389737
90.0,0.5,250.0,0.03,0.1,-9.616640703148992
90.0,0.5,250.0,0.03,0.3,-9.515596227198266
90.0,0.5,250.0,0.03,0.5,-9.402303717372636
90.0,0.5,250.0,0.03,0.9,-8.981212152033153
90.0,0.5,250.0,0.03,1.0,-8.817839378540281
90.0,0.5,250.0,0.04,0.05,-9.53629061759098
90.0,0.5,250.0,0.04,0.1,-9.482790901810457
90.0,0.5,250.0,0.04,0.3,-9.384185620836327
90.0,0.5,250.0,0.04,0.5,-9.280172541604788
90.0,0.5,250.0,0.04,0.9,-8.919405978164837
90.0,0.5,250.0,0.04,1.0,-8.775725985705742
90.0,0.5,250.0,0.05,0.05,-9.402391462273448
90.0,0.5,250.0,0.05,0.1,-9.348994474926213
90.0,0.5,250.0,0.05,0.3,-9.252058660265646
90.0,0.5,250.0,0.05,0.5,-9.154600540154803
90.0,0.5,250.0,0.05,0.9,-8.843575037090408
90.0,0.5,250.0,0.05,1.0,-8.719269152574245
90.0,0.5,250.0,0.06,0.05,-9.268629645577148
90.0,0.5,250.0,0.06,0.1,-9.215301418471206
90.0,0.5,250.0,0.06,0.3,-9.119519685147822
90.0,0.5,250.0,0.06,0.5,-9.026663365628869
90.0,0.5,250.0,0.06,0.9,-8.75512196429913
90.0,0.5,250.0,0.06,1.0,-8.648683072486834
90.0,0.5,250.0,0.07,0.05,-9.135032319227156
90.0,0.5,250.0,0.07,0.1,-9.08175257024289
90.0,0.5,250.0,0.07,0.3,-8.986783460375559
90.0,0.5,250.0,0.07,0.5,-8.897154835754582
90.0,0.5,250.0,0.07,0.9,-8.655991096487117
90.0,0.5,250.0,0.07,1.0,-8.565075184235187
90.0,0.5,250.0,0.08,0.05,-9.001626870400923
90.0,0.5,250.0,0.08,0.1,-8.94838447699501
90.0,0.5,250.0,0.08,0.3,-8.854008478326541
90.0,0.5,250.0,0.08,0.5,-8.76665608538205
90.0,0.5,250.0,0.08,0.9,-8.548288766850709
90.0,0.5,250.0,0.08,1.0,-8.47019121459965
90.0,0.5,250.0,0.09,0.05,-8.868442282284278
90.0,0.5,250.0,0.09,0.1,-8.815237611828776
90.0,0.5,250.0,0.09,0.3,-8.72131040505559
90.0,0.5,250.0,0.09,0.5,-8.63558222122333
90.0,0.5,250.0,0.09,0.9,-8.434027103646367
90.0,0.5,250.0,0.09,1.0,-8.366083341476166
90.0,0.5,250.0,0.1,0.05,-8.735515106319077
90.0,0.5,250.0,0.1,0.1,-8.68234818693264
90.0,0.5,250.0,0.1,0.3,-8.5887861618074
90.0,0.5,250.0,0.1,0.5,-8.504240649729642
90.0,0.5,250.0,0.1,0.9,-8.314950998405042
90.0,0.5,250.0,0.1,1.0,-8.254799468687679
90.0,0.5,250.0,0.11,0.05,-8.60288245478373
90.0,0.5,250.0,0.11,0.1,-8.549758592005675
90.0,0.5,250.0,0.11,0.3,-8.45651678553351
90.0,0.5,250.0,0.11,0.5,-8.37285954336519
90.0,0.5,250.0,0.11,0.9,-8.192483913536563
90.0,0.5,250.0,0.11,1.0,-8.13817774790547
90.0,0.5,250.0,0.12,0.05,-8.470590180136524
90.0,0.5,250.0,0.12,0.1,-8.417517324750216
90.0,0.5,250.0,0.12,0.3,-8.324574551399014
90.0,0.5,250.0,0.12,0.5,-8.241617300691567
90.0,0.5,250.0,0.12,0.9,-8.067741406444776
90.0,0.5,250.0,0.12,1.0,-8.017759530575791
90.0,0.5,250.0,0.13,0.05,-8.338690971680794
90.0,0.5,250.0,0.13,0.1,-8.285674432306678
90.0,0.5,250.0,0.13,0.3,-8.19303087034825
90.0,0.5,250.0,0.13,0.5,-8.110658512337737
90.0,0.5,250.0,0.13,0.9,-7.941577771840023
90.0,0.5,250.0,0.13,1.0,-7.894776032947237
90.0,0.5,250.0,0.14,0.05,-8.207240716754564
90.0,0.5,250.0,0.14,0.1,-8.154288177433907
90.0,0.5,250.0,0.14,0.3,-8.06195936365454
90.0,0.5,250.0,0.14,0.5,-7.9801072455303155
90.0,0.5,250.0,0.14,0.9,-7.81464769570495
90.0,0.5,250.0,0.14,1.0,-7.770179983424719
90.0,0.5,250.0,0.15,0.05,-8.076305336736379
90.0,0.5,250.0,0.15,0.1,-8.02342353151835
90.0,0.5,250.0,0.15,0.3,-7.9314356874934235
90.0,0.5,250.0,0.15,0.5,-7.85007304088641
90.0,0.5,250.0,0.15,0.9,-7.687435506754991
90.0,0.5,250.0,0.15,1.0,-7.644705597604984
90.0,0.5,250.0,0.16,0.05,-7.945957954502199
90.0,0.5,250.0,0.16,0.1,-7.893153225220861
90.0,0.5,250.0,0.16,0.3,-7.80154086449805
90.0,0.5,250.0,0.16,0.5,-7.7206662036261635
90.0,0.5,250.0,0.16,0.9,-7.560329477529195
90.0,0.5,250.0,0.16,1.0,-7.518914413688578
90.0,0.5,250.0,0.17,0.05,-7.816274741954421
90.0,0.5,250.0,0.17,0.1,-7.763558475224628
90.0,0.5,250.0,0.17,0.3,-7.672361163624051
90.0,0.5,250.0,0.17,0.5,-7.591995907061582
90.0,0.5,250.0,0.17,0.9,-7.433632047631013
90.0,0.5,250.0,0.17,1.0,-7.393242552553365
90.0,0.5,250.0,0.18,0.05,-7.687346704354338
90.0,0.5,250.0,0.18,0.1,-7.634725470880276
90.0,0.5,250.0,0.18,0.3,-7.543992483684012
90.0,0.5,250.0,0.18,0.5,-7.464166828484695
90.0,0.5,250.0,0.18,0.9,-7.307592001537537
90.0,0.5,250.0,0.18,1.0,-7.268031896446293
90.0,0.5,250.0,0.19,0.05,-7.559271911678557
90.0,0.5,250.0,0.19,0.1,-7.506752524820305
90.0,0.5,250.0,0.19,0.3,-7.416535967867619
90.0,0.5,250.0,0.19,0.5,-7.337294097937116
90.0,0.5,250.0,0.19,0.9,-7.1824194270943345
90.0,0.5,250.0,0.19,1.0,-7.143563556500747
90.0,0.5,250.0,0.2,0.05,-7.432151724149829
90.0,0.5,250.0,0.2,0.1,-7.3797410685286575
90.0,0.5,250.0,0.2,0.3,-7.290098565933749
90.0,0.5,250.0,0.2,0.5,-7.211493661434384
90.0,0.5,250.0,0.2,0.9,-7.0583027648557115
90.0,0.5,250.0,0.2,1.0,-7.020073034585119
90.0,0.5,250.0,0.21,0.05,-7.306099895290476
90.0,0.5,250.0,0.21,0.1,-7.253802650096551
90.0,0.5,250.0,0.21,0.3,-7.164793445115351
90.0,0.5,250.0,0.21,0.5,-7.086884227666928
90.0,0.5,250.0,0.21,0.9,-6.935410993409477
90.0,0.5,250.0,0.21,1.0,-6.897761873780761
90.0,0.5,250.0,0.22,0.05,-7.181233225291906
90.0,0.5,250.0,0.22,0.1,-7.129052688771832
90.0,0.5,250.0,0.22,0.3,-7.040739129672328
90.0,0.5,250.0,0.22,0.5,-6.963586708717017
90.0,0.5,250.0,0.22,0.9,-6.813894449476023
90.0,0.5,250.0,0.22,1.0,-6.776807885877565
90.0,0.5,250.0,0.23,0.05,-7.057674903673773
90.0,0.5,250.0,0.23,0.1,-7.005608931155918
90.0,0.5,250.0,0.23,0.3,-6.918055318121949
90.0,0.5,250.0,0.23,0.5,-6.841721962265116
90.0,0.5,250.0,0.23,0.9,-6.693896791272414
90.0,0.5,250.0,0.23,1.0,-6.657366145483763
90.0,0.5,250.0,0.24,0.05,-6.935549498673527
90.0,0.5,250.0,0.24,0.1,-6.883591519370101
90.0,0.5,250.0,0.24,0.3,-6.7968555604349845
90.0,0.5,250.0,0.24,0.5,-6.721411004988672
90.0,0.5,250.0,0.24,0.9,-6.575549606514566
90.0,0.5,250.0,0.24,1.0,-6.539578790153134
90.0,0.5,250.0,0.25,0.05,-6.814982261306156
90.0,0.5,250.0,0.25,0.1,-6.763120274676859
90.0,0.5,250.0,0.25,0.3,-6.67726192992506
90.0,0.5,250.0,0.25,0.5,-6.6027641188860855
90.0,0.5,250.0,0.25,0.9,-6.458965213267736
90.0,0.5,250.0,0.25,1.0,-6.4235653498617875
90.0,0.5,250.0,0.26,0.05,-6.6960958207404975
90.0,0.5,250.0,0.26,0.1,-6.644309080450683
90.0,0.5,250.0,0.26,0.3,-6.559377394992698
90.0,0.5,250.0,0.26,0.5,-6.485886759113732
90.0,0.5,250.0,0.26,0.9,-6.344244191486748
90.0,0.5,250.0,0.26,1.0,-6.309427399245536
90.0,0.5,250.0,0.27,0.05,-6.579006817722828
90.0,0.5,250.0,0.27,0.1,-6.527259635961476
90.0,0.5,250.0,0.27,0.3,-6.44330078358061
90.0,0.5,250.0,0.27,0.5,-6.370869825717344
90.0,0.5,250.0,0.27,0.9,-6.231469930917688
90.0,0.5,250.0,0.27,1.0,-6.197248160965668
90.0,0.5,250.0,0.28,0.05,-6.4638229950419746
90.0,0.5,250.0,0.28,0.1,-6.412070259541407
90.0,0.5,250.0,0.28,0.3,-6.329117092365353
90.0,0.5,250.0,0.28,0.5,-6.257789573007426
90.0,0.5,250.0,0.28,0.9,-6.120706237456303
90.0,0.5,250.0,0.28,1.0,-6.087091694666307
90.0,0.5,250.0,0.29,0.05,-6.3506398244102495
90.0,0.5,250.0,0.29,0.1,-6.298818130138792
90.0,0.5,250.0,0.29,0.3,-6.216894312177201
90.0,0.5,250.0,0.29,0.5,-6.146707075487968
90.0,0.5,250.0,0.29,0.9,-6.012000992832614
90.0,0.5,250.0,0.29,1.0,-5.979005142933657
90.0,0.5,250.0,0.3,0.05,-6.239541326877846
90.0,0.5,250.0,0.3,0.1,-6.187569981310215
90.0,0.5,250.0,0.3,0.3,-6.106684964501697
90.0,0.5,250.0,0.3,0.5,-6.03766760698033
90.0,0.5,250.0,0.3,0.9,-5.905389136967863
90.0,0.5,250.0,0.3,1.0,-5.873015135327027
90.0,0.5,250.0,0.31,0.05,-6.13059987709063
90.0,0.5,250.0,0.31,0.1,-6.0783749022053
90.0,0.5,250.0,0.31,0.3,-5.998525903308267
90.0,0.5,250.0,0.31,0.5,-5.930701987884471
90.0,0.5,250.0,0.31,0.9,-5.800889614318523
90.0,0.5,250.0,0.31,1.0,-5.769152732310465
90.0,0.5,250.0,0.32,0.05,-6.023875710975227
90.0,0.5,250.0,0.32,0.1,-5.971270185574985
90.0,0.5,250.0,0.32,0.3,-5.892444089754273
90.0,0.5,250.0,0.32,0.5,-5.8258296692310125
90.0,0.5,250.0,0.32,0.9,-5.698527249730959
90.0,0.5,250.0,0.32,1.0,-5.667434300342517
90.0,0.5,250.0,0.33,0.05,-5.919424015372792
90.0,0.5,250.0,0.33,0.1,-5.86627910928174
90.0,0.5,250.0,0.33,0.3,-5.7884576554757965
90.0,0.5,250.0,0.33,0.5,-5.723071981712681
90.0,0.5,250.0,0.33,0.9,-5.598323804190539
90.0,0.5,250.0,0.33,1.0,-5.567885716110766
90.0,0.5,250.0,0.34,0.05,-5.817302948245755
90.0,0.5,250.0,0.34,0.1,-5.763432510249036
90.0,0.5,250.0,0.34,0.3,-5.686586284843974
90.0,0.5,250.0,0.34,0.5,-5.622447888356994
90.0,0.5,250.0,0.34,0.9,-5.500310168691042
90.0,0.5,250.0,0.34,1.0,-5.4705465454770605
90.0,0.5,250.0,0.35,0.05,-5.717611295328695
90.0,0.5,250.0,0.35,0.1,-5.662800394626419
90.0,0.5,250.0,0.35,0.3,-5.5868947897599295
90.0,0.5,250.0,0.35,0.5,-5.524032604770425
90.0,0.5,250.0,0.35,0.9,-5.404582046415089
90.0,0.5,250.0,0.35,1.0,-5.375513699668474
90.0,0.5,250.0,0.36,0.05,-5.620485998414105
90.0,0.5,250.0,0.36,0.1,-5.56447733482618
90.0,0.5,250.0,0.36,0.3,-5.489481798922191
90.0,0.5,250.0,0.36,0.5,-5.427931539665925
90.0,0.5,250.0,0.36,0.9,-5.3112652507202345
90.0,0.5,250.0,0.36,1.0,-5.2829206061423735
90.0,0.5,250.0,0.37,0.05,-5.5260169767896645
90.0,0.5,250.0,0.37,0.1,-5.468521082957745
90.0,0.5,250.0,0.37,0.3,-5.3944062386291245
90.0,0.5,250.0,0.37,0.5,-5.334214572879956
90.0,0.5,250.0,0.37,0.9,-5.220453289534071
90.0,0.5,250.0,0.37,1.0,-5.192865627609655
90.0,0.5,250.0,0.38,0.05,-5.434324517130024
90.0,0.5,250.0,0.38,0.1,-5.3750128771533525
90.0,0.5,250.0,0.38,0.3,-5.301749783474948
90.0,0.5,250.0,0.38,0.5,-5.242975406225259
90.0,0.5,250.0,0.38,0.9,-5.132261530943552
90.0,0.5,250.0,0.38,1.0,-5.105469059029811
90.0,0.5,250.0,0.39,0.05,-5.345557762745583
90.0,0.5,250.0,0.39,0.1,-5.284058464208672
90.0,0.5,250.0,0.39,0.3,-5.211620191655588
90.0,0.5,250.0,0.39,0.5,-5.154331547712681
90.0,0.5,250.0,0.39,0.9,-5.046820882666515
90.0,0.5,250.0,0.39,1.0,-5.02086335311773
90.0,0.5,250.0,0.4,0.05,-5.2598884842979885
90.0,0.5,250.0,0.4,0.1,-5.195789668230666
90.0,0.5,250.0,0.4,0.3,-5.124146149031159
90.0,0.5,250.0,0.4,0.5,-5.068418062896238
90.0,0.5,250.0,0.4,0.9,-4.964270161965733
90.0,0.5,250.0,0.4,1.0,-4.93918510473622
90.0,0.5,250.0,0.41,0.05,-5.177505014721249
90.0,0.5,250.0,0.41,0.1,-5.1103566001647325
90.0,0.5,250.0,0.41,0.3,-5.039469291108492
90.0,0.5,250.0,0.41,0.5,-4.985378669577545
90.0,0.5,250.0,0.41,0.9,-4.884745722583952
90.0,0.5,250.0,0.41,1.0,-4.8605711767167925
90.0,0.5,250.0,0.42,0.05,-5.098601623007937
90.0,0.5,250.0,0.42,0.1,-5.027919410960906
90.0,0.5,250.0,0.42,0.3,-4.957735653077271
90.0,0.5,250.0,0.42,0.5,-4.905350717891145
90.0,0.5,250.0,0.42,0.9,-4.8083701623376
90.0,0.5,250.0,0.42,1.0,-4.785134967372317
90.0,0.5,250.0,0.43,0.05,-5.023363948650439
90.0,0.5,250.0,0.43,0.1,-4.948635207689872
90.0,0.5,250.0,0.43,0.3,-4.879080744601103
90.0,0.5,250.0,0.43,0.5,-4.828466609022499
90.0,0.5,250.0,0.43,0.9,-4.735243549025163
90.0,0.5,250.0,0.43,1.0,-4.7129690428218485
90.0,0.5,250.0,0.44,0.05,-4.951954603041418
90.0,0.5,250.0,0.44,0.1,-4.872655433567591
90.0,0.5,250.0,0.44,0.3,-4.803630346832391
90.0,0.5,250.0,0.44,0.5,-4.754827992112615
90.0,0.5,250.0,0.44,0.9,-4.6654356786826146
90.0,0.5,250.0,0.44,1.0,-4.6441310528562845
90.0,0.5,275.0,0.0,0.05,-9.671848818038715
90.0,0.5,275.0,0.0,0.1,-9.614504548185636
90.0,0.5,275.0,0.0,0.3,-9.515712976089302
90.0,0.5,275.0,0.0,0.5,-9.40005364339178
90.0,0.5,275.0,0.0,0.9,-8.948511752950068
90.0,0.5,275.0,0.0,1.0,-8.775954076107077
90.0,0.5,275.0,0.01,0.05,-9.55004514114887
90.0,0.5,275.0,0.01,0.1,-9.492913591709486
90.0,0.5,275.0,0.01,0.3,-9.397124301570708
90.0,0.5,275.0,0.01,0.5,-9.292151453731629
90.0,0.5,275.0,0.01,0.9,-8.902021201592069
90.0,0.5,275.0,0.01,1.0,-8.747180937514683
90.0,0.5,275.0,0.02,0.05,-9.428293496854295
90.0,0.5,275.0,0.02,0.1,-9.371307680742456
90.0,0.5,275.0,0.02,0.3,-9.277627719986231
90.0,0.5,275.0,0.02,0.5,-9.180463302759815
90.0,0.5,275.0,0.02,0.9,-8.843157178352044
90.0,0.5,275.0,0.02,1.0,-8.706542419233918
90.0,0.5,275.0,0.03,0.05,-9.306623089276265
90.0,0.5,275.0,0.03,0.1,-9.249740064880454
90.0,0.5,275.0,0.03,0.3,-9.15754865762957
90.0,0.5,275.0,0.03,0.5,-9.066040711448297
90.0,0.5,275.0,0.03,0.9,-8.772568386545489
90.0,0.5,275.0,0.03,1.0,-8.653656807066763
90.0,0.5,275.0,0.04,0.05,-9.185063541696561
90.0,0.5,275.0,0.04,0.1,-9.128254314989851
90.0,0.5,275.0,0.04,0.3,-9.037121365624005
90.0,0.5,275.0,0.04,0.5,-8.949689860187688
90.0,0.5,275.0,0.04,0.9,-8.691465465219599
90.0,0.5,275.0,0.04,1.0,-8.588833341172684
90.0,0.5,275.0,0.05,0.05,-9.063639594560755
90.0,0.5,275.0,0.05,0.1,-9.006885751745871
90.0,0.5,275.0,0.05,0.3,-8.916515296978329
90.0,0.5,275.0,0.05,0.5,-8.832024336786617
90.0,0.5,275.0,0.05,0.9,-8.601407303125768
90.0,0.5,275.0,0.05,1.0,-8.513013017387806
90.0,0.5,275.0,0.06,0.05,-8.942375730323032
90.0,0.5,275.0,0.06,0.1,-8.885665958443253
90.0,0.5,275.0,0.06,0.3,-8.795861017376113
90.0,0.5,275.0,0.06,0.5,-8.713491885065965
90.0,0.5,275.0,0.06,0.9,-8.5040493085825
90.0,0.5,275.0,0.06,1.0,-8.427584995308932
90.0,0.5,275.0,0.07,0.05,-8.821296370320932
90.0,0.5,275.0,0.07,0.1,-8.764623077597763
90.0,0.5,275.0,0.07,0.3,-8.675250569085446
90.0,0.5,275.0,0.07,0.5,-8.594429975143402
90.0,0.5,275.0,0.07,0.9,-8.400979826414948
90.0,0.5,275.0,0.07,1.0,-8.334156448074683
90.0,0.5,275.0,0.08,0.05,-8.700431690805953
90.0,0.5,275.0,0.08,0.1,-8.643790515244055
90.0,0.5,275.0,0.08,0.3,-8.554764870323632
90.0,0.5,275.0,0.08,0.5,-8.475088742843177
90.0,0.5,275.0,0.08,0.9,-8.29359119710206
90.0,0.5,275.0,0.08,1.0,-8.234346344106557
90.0,0.5,275.0,0.09,0.05,-8.579806527970847
90.0,0.5,275.0,0.09,0.1,-8.52320024216547
90.0,0.5,275.0,0.09,0.3,-8.434468576226521
90.0,0.5,275.0,0.09,0.5,-8.35565891615669
90.0,0.5,275.0,0.09,0.9,-8.183050482661857
90.0,0.5,275.0,0.09,1.0,-8.12963648247387
90.0,0.5,275.0,0.1,0.05,-8.459454057709166
90.0,0.5,275.0,0.1,0.1,-8.402883161600649
90.0,0.5,275.0,0.1,0.3,-8.31442036855822
90.0,0.5,275.0,0.1,0.5,-8.236289058432247
90.0,0.5,275.0,0.1,0.9,-8.070290960306266
90.0,0.5,275.0,0.1,1.0,-8.021300557851555
90.0,0.5,275.0,0.11,0.05,-8.339411496737018
90.0,0.5,275.0,0.11,0.1,-8.282882284546364
90.0,0.5,275.0,0.11,0.3,-8.194675886041285
90.0,0.5,275.0,0.11,0.5,-8.117098250755394
90.0,0.5,275.0,0.11,0.9,-7.956048581736723
90.0,0.5,275.0,0.11,1.0,-7.910384514768004
90.0,0.5,275.0,0.12,0.05,-8.219720861357615
90.0,0.5,275.0,0.12,0.1,-8.163236114802263
90.0,0.5,275.0,0.12,0.3,-8.075289218970177
90.0,0.5,275.0,0.12,0.5,-7.998188432609287
90.0,0.5,275.0,0.12,0.9,-7.840887188889647
90.0,0.5,275.0,0.12,1.0,-7.797716072848097
90.0,0.5,275.0,0.13,0.05,-8.100427345864189
90.0,0.5,275.0,0.13,0.1,-8.043991576942053
90.0,0.5,275.0,0.13,0.3,-7.956315559621473
90.0,0.5,275.0,0.13,0.5,-7.879643270340014
90.0,0.5,275.0,0.13,0.9,-7.725246559445812
90.0,0.5,275.0,0.13,1.0,-7.683956229316216
90.0,0.5,275.0,0.14,0.05,-7.981582467297904
90.0,0.5,275.0,0.14,0.1,-7.925198182310833
90.0,0.5,275.0,0.14,0.3,-7.837812105364161
90.0,0.5,275.0,0.14,0.5,-7.761554930919264
90.0,0.5,275.0,0.14,0.9,-7.609471130520392
90.0,0.5,275.0,0.14,1.0,-7.569605632785966
90.0,0.5,275.0,0.15,0.05,-7.8632382243734185
90.0,0.5,275.0,0.15,0.1,-7.806914378540339
90.0,0.5,275.0,0.15,0.3,-7.719845204959716
90.0,0.5,275.0,0.15,0.5,-7.64399518842385
90.0,0.5,275.0,0.15,0.9,-7.493827918999501
90.0,0.5,275.0,0.15,1.0,-7.455064234118497
90.0,0.5,275.0,0.16,0.05,-7.74546159009894
90.0,0.5,275.0,0.16,0.1,-7.689196269845795
90.0,0.5,275.0,0.16,0.3,-7.60247363660114
90.0,0.5,275.0,0.16,0.5,-7.527046188951646
90.0,0.5,275.0,0.16,0.9,-7.3785349772311415
90.0,0.5,275.0,0.16,1.0,-7.340642945618259
90.0,0.5,275.0,0.17,0.05,-7.628315323373618
90.0,0.5,275.0,0.17,0.1,-7.572113213546272
90.0,0.5,275.0,0.17,0.3,-7.48576845443422
90.0,0.5,275.0,0.17,0.5,-7.410787873722361
90.0,0.5,275.0,0.17,0.9,-7.263772467158376
90.0,0.5,275.0,0.17,1.0,-7.226592448435119
90.0,0.5,275.0,0.18,0.05,-7.511869680918155
90.0,0.5,275.0,0.18,0.1,-7.455733466394943
90.0,0.5,275.0,0.18,0.3,-7.369806117111627
90.0,0.5,275.0,0.18,0.5,-7.295298810573566
90.0,0.5,275.0,0.18,0.9,-7.149695699560536
90.0,0.5,275.0,0.18,1.0,-7.113119149089621
90.0,0.5,275.0,0.19,0.05,-7.396205214453821
90.0,0.5,275.0,0.19,0.1,-7.340132268758498
90.0,0.5,275.0,0.19,0.3,-7.254660494452284
90.0,0.5,275.0,0.19,0.5,-7.180664049186149
90.0,0.5,275.0,0.19,0.9,-7.036440709437046
90.0,0.5,275.0,0.19,1.0,-7.000395387907327
90.0,0.5,275.0,0.2,0.05,-7.281399505846578
90.0,0.5,275.0,0.2,0.1,-7.2253866972737955
90.0,0.5,275.0,0.2,0.3,-7.140412023326382
90.0,0.5,275.0,0.2,0.5,-7.066966478093401
90.0,0.5,275.0,0.2,0.9,-6.924128351530874
90.0,0.5,275.0,0.2,1.0,-6.88856944823402
90.0,0.5,275.0,0.21,0.05,-7.167538351323854
90.0,0.5,275.0,0.21,0.1,-7.111578424894028
90.0,0.5,275.0,0.21,0.3,-7.027142509550663
90.0,0.5,275.0,0.21,0.5,-6.954289850117966
90.0,0.5,275.0,0.21,0.9,-6.812868626614776
90.0,0.5,275.0,0.21,1.0,-6.777772710614787
90.0,0.5,275.0,0.22,0.05,-7.05470920670671
90.0,0.5,275.0,0.22,0.1,-6.998790005553942
90.0,0.5,275.0,0.22,0.3,-6.914934299638662
90.0,0.5,275.0,0.22,0.5,-6.842718556602795
90.0,0.5,275.0,0.22,0.9,-6.702762707633198
90.0,0.5,275.0,0.22,1.0,-6.668115366030079
90.0,0.5,275.0,0.23,0.05,-6.942999919087024
90.0,0.5,275.0,0.23,0.1,-6.887103555999405
90.0,0.5,275.0,0.23,0.3,-6.803868048350119
90.0,0.5,275.0,0.23,0.5,-6.732333223391483
90.0,0.5,275.0,0.23,0.9,-6.593901150675344
90.0,0.5,275.0,0.23,1.0,-6.559698725921444
90.0,0.5,275.0,0.24,0.05,-6.832502485195468
90.0,0.5,275.0,0.24,0.1,-6.7766027145357395
90.0,0.5,275.0,0.24,0.3,-6.694021291843897
90.0,0.5,275.0,0.24,0.5,-6.623211421570136
90.0,0.5,275.0,0.24,0.9,-6.486365623987789
90.0,0.5,275.0,0.24,1.0,-6.452611779468947
90.0,0.5,275.0,0.25,0.05,-6.723301581291867
90.0,0.5,275.0,0.25,0.1,-6.667361608652479
90.0,0.5,275.0,0.25,0.3,-6.585469524060804
90.0,0.5,275.0,0.25,0.5,-6.51542258569159
90.0,0.5,275.0,0.25,0.9,-6.380226529146429
90.0,0.5,275.0,0.25,1.0,-6.346925517292782
90.0,0.5,275.0,0.26,0.05,-6.615479926194157
90.0,0.5,275.0,0.26,0.1,-6.5594545557295145
90.0,0.5,275.0,0.26,0.3,-6.478274969059816
90.0,0.5,275.0,0.26,0.5,-6.409030057215394
90.0,0.5,275.0,0.26,0.9,-6.275544713707208
90.0,0.5,275.0,0.26,1.0,-6.2427042045763255
90.0,0.5,275.0,0.27,0.05,-6.509120500535255
90.0,0.5,275.0,0.27,0.1,-6.452944382456445
90.0,0.5,275.0,0.27,0.3,-6.372497935603617
90.0,0.5,275.0,0.27,0.5,-6.304088619647479
90.0,0.5,275.0,0.27,0.9,-6.1723684199272935
90.0,0.5,275.0,0.27,1.0,-6.139997578098902
90.0,0.5,275.0,0.28,0.05,-6.404296600789979
90.0,0.5,275.0,0.28,0.1,-6.347890062424057
90.0,0.5,275.0,0.28,0.3,-6.268188907172429
90.0,0.5,275.0,0.28,0.5,-6.20064221698034
90.0,0.5,275.0,0.28,0.9,-6.0707394929277925
90.0,0.5,275.0,0.28,1.0,-6.038846209810132
90.0,0.5,275.0,0.29,0.05,-6.3010769020010144
90.0,0.5,275.0,0.29,0.1,-6.24434082127346
90.0,0.5,275.0,0.29,0.3,-6.1653866725297855
90.0,0.5,275.0,0.29,0.5,-6.098728623485494
90.0,0.5,275.0,0.29,0.9,-5.970689287345426
90.0,0.5,275.0,0.29,1.0,-5.939283277688085
90.0,0.5,275.0,0.3,0.05,-6.199525562195691
90.0,0.5,275.0,0.3,0.1,-6.14233587748612
90.0,0.5,275.0,0.3,0.3,-6.064125099831684
90.0,0.5,275.0,0.3,0.5,-5.998378768454436
90.0,0.5,275.0,0.3,0.9,-5.872253956562229
90.0,0.5,275.0,0.3,1.0,-5.841345060803
90.0,0.5,275.0,0.31,0.05,-6.099705532976519
90.0,0.5,275.0,0.31,0.1,-6.041912238291578
90.0,0.5,275.0,0.31,0.3,-5.964430189412398
90.0,0.5,275.0,0.31,0.5,-5.8996191146607275
90.0,0.5,275.0,0.31,0.9,-5.775456578674712
90.0,0.5,275.0,0.31,1.0,-5.745058167107481
90.0,0.5,275.0,0.32,0.05,-6.00167918448
90.0,0.5,275.0,0.32,0.1,-5.9431027679318005
90.0,0.5,275.0,0.32,0.3,-5.866333376739315
90.0,0.5,275.0,0.32,0.5,-5.802479612107454
90.0,0.5,275.0,0.32,0.9,-5.680336069311856
90.0,0.5,275.0,0.32,1.0,-5.650466052176192
90.0,0.5,275.0,0.33,0.05,-5.905514895895951
90.0,0.5,275.0,0.33,0.1,-5.845941389623029
90.0,0.5,275.0,0.33,0.3,-5.769862860667447
90.0,0.5,275.0,0.33,0.5,-5.706993425298183
90.0,0.5,275.0,0.33,0.9,-5.586946797358209
90.0,0.5,275.0,0.33,1.0,-5.557622153151888
90.0,0.5,275.0,0.34,0.05,-5.811296451881572
90.0,0.5,275.0,0.34,0.1,-5.750476349443828
90.0,0.5,275.0,0.34,0.3,-5.67505734283909
90.0,0.5,275.0,0.34,0.5,-5.613210413022055
90.0,0.5,275.0,0.34,0.9,-5.4953497477318685
90.0,0.5,275.0,0.34,1.0,-5.466597846597871
90.0,0.5,275.0,0.35,0.05,-5.719153123821367
90.0,0.5,275.0,0.35,0.1,-5.656800232879966
90.0,0.5,275.0,0.35,0.3,-5.5820154281322685
90.0,0.5,275.0,0.35,0.5,-5.5212315539342995
90.0,0.5,275.0,0.35,0.9,-5.405667127775641
90.0,0.5,275.0,0.35,1.0,-5.377518641726748
90.0,0.5,275.0,0.36,0.05,-5.62925751843419
90.0,0.5,275.0,0.36,0.1,-5.565038492437897
90.0,0.5,275.0,0.36,0.3,-5.4908606768201835
90.0,0.5,275.0,0.36,0.5,-5.431193033132224
90.0,0.5,275.0,0.36,0.9,-5.318054510188548
